Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_incorrect,Number_correct,Number_unclassified,Percent_incorrect,Percent_correct,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError,measureBestNumIts,measureBestVal
features_all_postprocessed1,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,90,11,2,9,0,18.18181818,81.81818182,0,-0.03125,0.280318182,0.392651471,87.59943182,98.16286787,25.54120904,22.52117805,3.02003099,2.321928095,2.047379823,0.274548272,5.49112399,0.49919309,236.489838,0,0,0.333333333,3,0.666666667,6,1,2,0,0,0,-0.288675135,0.111111111,0.155555556,0.181818182,0.20959596,0.79040404,0.818181818,0.136363636,0.181818182,0.151515152,-0.032566493,0.698232323,0.568434343,0.133333333,0.181818182,0.042,0.001,0.03125,0,31.25,0,478636,23902,5179,100,76.36363636,?,-1,?,?
features_all_postprocessed1,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.275630375,0.386262793,86.13449223,96.56045974,23.22234871,24.1970181,-0.974669393,2.322234871,2.41970181,-0.097466939,6.171303095,0.61713031,265.819035,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.5625,0.375,0.3,0.175,0.825,0.7,0.25,0.3,0.266666667,0.103745748,0.66875,0.568809524,0.266666667,0.3,0.041,0,0.046875,0,46.875,0,478410,24139,4942,70,74,?,-1,?,?
features_all_postprocessed1,2,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.282924572,0.392518717,88.41392876,98.12435573,23.22234871,22.37542522,0.846923486,2.322234871,2.237542522,0.084692349,5.188824051,0.518882405,223.5003177,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.3125,0.208333333,0.4,0.15,0.85,0.6,0.5,0.4,0.4,0.289141154,0.6625,0.553571429,0.4,0.4,0.04,0.001,0.046875,0,46.875,0,470541,24139,4942,100,80,?,-1,?,?
features_all_postprocessed1,2,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.233722995,0.338639257,73.03843608,84.65522142,23.22234871,14.56764613,8.654702583,2.322234871,1.456764613,0.865470258,9.352038965,0.935203897,402.824158,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.875,0.583333333,0.5,0.125,0.875,0.5,0.466666667,0.5,0.48,0.360310245,0.9,0.733333333,0.48,0.5,0.046,0.001,0.046875,0,46.875,0,491653,24139,4942,100,74,?,-1,?,?
features_all_postprocessed1,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.275180071,0.386429651,85.99377224,96.60217182,23.22234871,21.10272208,2.119626627,2.322234871,2.110272208,0.211962663,5.592909759,0.559290976,240.9056649,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.375,0.236111111,0.4,0.15,0.85,0.6,0.3,0.4,0.333333333,0.20580782,0.68125,0.453888889,0.333333333,0.4,0.044,0,0.03125,0,31.25,0,481082,24139,4942,90,76,?,-1,?,?
features_all_postprocessed1,2,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,6,4,0,60,40,0,0.5,0.261659097,0.355236104,81.76846785,88.80420828,23.22234871,17.91817483,5.304173884,2.322234871,1.791817483,0.530417388,6.907337907,0.690733791,297.5225603,0.5,1,0.125,1,0.875,7,0.5,1,0.5,0.5,0.5,0.375,0.65625,0.625,0.6,0.1,0.9,0.4,0.6,0.6,0.6,0.5,0.79375,0.713888889,0.6,0.6,0.043,0.001,0.046875,0,46.875,0,490009,24139,4942,100,82,?,-1,?,?
features_all_postprocessed1,2,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,2,8,0,20,80,0,0,0.289563636,0.403456259,90.48863636,100.8585929,23.22234871,21.0387023,2.183646413,2.322234871,2.10387023,0.218364641,4.208631471,0.420863147,181.2800861,0.5,1,0.5,4,0.5,4,0.5,1,0.2,0.5,0.285714286,0,0.5,0.267857143,0.2,0.2,0.8,0.8,0.14,0.2,0.157142857,-0.008333333,0.7,0.457142857,0.157142857,0.2,0.041,0.001,0.046875,0,46.875,0,476854,24139,4942,100,80,?,-1,?,?
features_all_postprocessed1,2,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,2,8,0,20,80,0,0,0.299692992,0.405747717,93.65406007,101.4314263,23.22234871,24.90605457,-1.683705859,2.322234871,2.490605457,-0.168370586,3.730807195,0.37308072,160.6985677,0,0,0.375,3,0.625,5,1,2,0,0,0,-0.327326835,0.8125,0.5,0.2,0.2,0.8,0.8,0.266666667,0.2,0.213333333,0.046046177,0.60625,0.459126984,0.213333333,0.2,0.044,0.001,0.046875,0,46.875,0,483049,24139,4942,80,84,?,-1,?,?
features_all_postprocessed1,2,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,8,2,0,80,20,0,0.75,0.221231596,0.330230338,69.13487367,82.55310585,23.22234871,14.34258697,8.879761741,2.322234871,1.434258697,0.887976174,10.34173085,1.034173085,445.453557,0.5,1,0,0,1,8,0.5,1,1,0.5,0.666666667,0.666666667,0.8125,0.7,0.8,0.05,0.95,0.2,0.833333333,0.8,0.793333333,0.761085856,0.8375,0.755238095,0.793333333,0.8,0.042,0.001,0.03125,0,31.25,0,487590,24139,4942,100,72,?,-1,?,?
features_all_postprocessed1,2,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.271867532,0.382364701,84.95860368,95.58598951,23.22234871,21.34567154,1.876677169,2.322234871,2.134567154,0.187667717,6.597323765,0.659732377,284.1691957,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.5625,0.375,0.5,0.125,0.875,0.5,0.6,0.5,0.5,0.414141154,0.7,0.542460317,0.5,0.5,0.043,0,0.046875,0,46.875,0,479585,24139,4942,90,78,?,-1,?,?
features_all_postprocessed1,3,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,90,11,7,4,0,63.63636364,36.36363636,0,0.52688172,0.266806021,0.366215126,83.37688162,91.55378143,25.54120904,18.87910049,6.662108558,2.321928095,1.716281862,0.605646233,7.397651971,0.672513816,318.5995289,0.5,1,0,0,1,9,0.5,1,1,0.5,0.666666667,0.670820393,0.888888889,0.583333333,0.636363636,0.122474747,0.877525253,0.363636364,0.772727273,0.636363636,0.636363636,0.589068284,0.796717172,0.596969697,0.633333333,0.636363636,0.057,0.001,0.046875,0,46.875,0,480759,23902,5179,100,80,?,-1,?,?
features_all_postprocessed1,3,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.29298633,0.394597782,91.55822816,98.64409393,23.22234871,1091.227383,-1068.005035,2.322234871,109.1227383,-106.8005035,4.848607924,0.484860792,208.8460508,0.5,1,0.125,1,0.875,7,0.5,1,0.5,0.5,0.5,0.375,0.5625,0.375,0.4,0.15,0.85,0.6,0.3,0.4,0.333333333,0.20580782,0.6875,0.495,0.333333333,0.4,0.042,0.001,0.03125,0,31.25,0,480906,24139,4942,90,82,?,-1,?,?
features_all_postprocessed1,3,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.280753846,0.388214191,87.73557692,97.04828268,23.22234871,21.52691949,1.695429223,2.322234871,2.152691949,0.169542922,5.654183725,0.565418373,243.5449432,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.875,0.583333333,0.3,0.175,0.825,0.7,0.15,0.3,0.2,0.076220235,0.775,0.553888889,0.2,0.3,0.047,0,0.046875,0,46.875,0,478234,24139,4942,90,78,?,-1,?,?
features_all_postprocessed1,3,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.271525243,0.37133433,84.85163841,92.82854645,23.22234871,20.82302904,2.39931967,2.322234871,2.082302904,0.239931967,6.042650102,0.60426501,260.2775126,0.5,1,0.25,2,0.75,6,0.5,1,0.333333333,0.5,0.4,0.21821789,0.6875,0.366666667,0.5,0.125,0.875,0.5,0.466666667,0.5,0.446666667,0.374451399,0.75,0.612222222,0.446666667,0.5,0.041,0.001,0.046875,0,46.875,0,482286,24139,4942,90,78,?,-1,?,?
features_all_postprocessed1,3,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,6,4,0,60,40,0,0.5,0.22421015,0.31432494,70.06567191,78.57697214,23.22234871,13.905662,9.316686713,2.322234871,1.3905662,0.931668671,10.11388857,1.011388857,435.6396141,1,2,0.125,1,0.875,7,0,0,0.666666667,1,0.8,0.763762616,1,1,0.6,0.1,0.9,0.4,0.7,0.6,0.606666667,0.538062768,0.875,0.763333333,0.606666667,0.6,0.044,0.001,0.046875,0,46.875,0,484792,24139,4942,100,80,?,-1,?,?
features_all_postprocessed1,3,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.27664021,0.393887622,86.45006567,98.46656347,23.22234871,25.02180538,-1.799456673,2.322234871,2.502180538,-0.179945667,5.642307075,0.564230707,243.0333754,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.6875,0.642857143,0.4,0.15,0.85,0.6,0.373333333,0.4,0.35047619,0.252752523,0.7125,0.613809524,0.35047619,0.4,0.041,0.001,0.03125,0,31.25,0,479389,24139,4942,90,72,?,-1,?,?
features_all_postprocessed1,3,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.260173162,0.366913071,81.30411312,91.72329155,23.22234871,18.3687778,4.853570912,2.322234871,1.83687778,0.485357091,6.712793854,0.671279385,289.1428856,0,0,0.375,3,0.625,5,1,2,0,0,0,-0.327326835,0.4375,0.25,0.4,0.15,0.85,0.6,0.466666667,0.4,0.413333333,0.278178211,0.75,0.598333333,0.413333333,0.4,0.041,0,0.046875,0,46.875,0,484351,24139,4942,100,80,?,-1,?,?
features_all_postprocessed1,3,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.293192665,0.415212849,91.62270787,103.7975809,23.22234871,26.07527029,-2.852921583,2.322234871,2.607527029,-0.285292158,4.392884511,0.439288451,189.2164919,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.25,0.182539683,0.3,0.175,0.825,0.7,0.4,0.3,0.333333333,0.167867966,0.6125,0.473730159,0.333333333,0.3,0.042,0.001,0.046875,0,46.875,0,478273,24139,4942,80,78,?,-1,?,?
features_all_postprocessed1,3,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.270857798,0.380500824,84.64306196,95.12004553,23.22234871,18.44158421,4.780764497,2.322234871,1.844158421,0.47807645,6.438113651,0.643811365,277.311474,0.5,1,0.375,3,0.625,5,0.5,1,0.25,0.5,0.333333333,0.102062073,0.6875,0.416666667,0.4,0.15,0.85,0.6,0.416666667,0.4,0.38,0.272389326,0.8125,0.641666667,0.38,0.4,0.041,0.001,0.046875,0,46.875,0,490557,24139,4942,100,78,?,-1,?,?
features_all_postprocessed1,3,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.245253333,0.363881778,76.64166667,90.96550935,23.22234871,20.23190292,2.990445787,2.322234871,2.023190292,0.299044579,8.334719853,0.833471985,359.0047603,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.5,0.35,0.5,0.125,0.875,0.5,0.333333333,0.5,0.393333333,0.316893677,0.7875,0.62,0.393333333,0.5,0.043,0,0.046875,0,46.875,0,476600,24139,4942,90,74,?,-1,?,?
features_all_postprocessed1,4,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,90,11,3,8,0,27.27272727,72.72727273,0,0.111111111,0.270561321,0.374094547,84.5504127,93.52363686,25.54120904,19.55572827,5.985480775,2.321928095,1.777793479,0.544134616,6.409477399,0.582679764,276.0411665,1,2,0.666666667,6,0.333333333,3,0,0,0.25,1,0.4,0.288675135,0.777777778,0.666666667,0.272727273,0.161616162,0.838383838,0.727272727,0.227272727,0.272727273,0.193939394,0.120246024,0.830176768,0.693939394,0.213333333,0.272727273,0.04,0.001,0.03125,0,31.25,0,479780,23902,5179,100,80,?,-1,?,?
features_all_postprocessed1,4,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.278392512,0.385250828,86.99765989,96.30748214,23.22234871,20.53889996,2.683448752,2.322234871,2.053889996,0.268344875,6.095827388,0.609582739,262.5680394,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.5625,0.30952381,0.3,0.175,0.825,0.7,0.233333333,0.3,0.26,0.09441919,0.6875,0.524126984,0.26,0.3,0.042,0.001,0.03125,0,31.25,0,472606,24139,4942,90,78,?,-1,?,?
features_all_postprocessed1,4,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.256132881,0.352182979,80.04152546,88.04096825,23.22234871,17.09873276,6.12361595,2.322234871,1.709873276,0.612361595,6.986122987,0.698612299,300.9161019,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.78125,0.45,0.4,0.15,0.85,0.6,0.433333333,0.4,0.383333333,0.279587585,0.81875,0.743571429,0.383333333,0.4,0.041,0.001,0.046875,0,46.875,0,488687,24139,4942,100,88,?,-1,?,?
features_all_postprocessed1,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.277459395,0.381021026,86.70606105,95.25008901,23.22234871,18.75588067,4.466468044,2.322234871,1.875588067,0.446646804,4.876651213,0.487665121,210.0539707,0.5,1,0,0,1,8,0.5,1,1,0.5,0.666666667,0.666666667,1,1,0.3,0.175,0.825,0.7,0.35,0.3,0.3,0.145412415,0.8375,0.68,0.3,0.3,0.039,0,0.046875,0,46.875,0,478919,24139,4942,100,82,?,-1,?,?
features_all_postprocessed1,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,6,4,0,60,40,0,0.5,0.252473999,0.369034114,78.89812457,92.25352357,23.22234871,18.58035014,4.641998571,2.322234871,1.858035014,0.464199857,7.756629856,0.775662986,334.104456,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.4375,0.242857143,0.6,0.1,0.9,0.4,0.4,0.6,0.48,0.424924236,0.7625,0.598571429,0.48,0.6,0.042,0,0.046875,0,46.875,0,483931,24139,4942,100,74,?,-1,?,?
features_all_postprocessed1,4,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.291066099,0.405083924,90.95815588,101.2654871,23.22234871,25.01451702,-1.79216831,2.322234871,2.501451702,-0.179216831,4.792226521,0.479222652,206.4175118,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.8125,0.5,0.3,0.175,0.825,0.7,0.3,0.3,0.3,0.125,0.63125,0.504722222,0.3,0.3,0.041,0,0.046875,0,46.875,0,473144,24139,4942,90,82,?,-1,?,?
features_all_postprocessed1,4,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.261257152,0.379529335,81.64286005,94.87718649,23.22234871,21.14909704,2.073251666,2.322234871,2.114909704,0.207325167,7.192780017,0.719278002,309.8175238,0.5,1,0,0,1,8,0.5,1,1,0.5,0.666666667,0.666666667,0.625,0.625,0.5,0.125,0.875,0.5,0.633333333,0.5,0.526666667,0.428953823,0.75,0.660238095,0.526666667,0.5,0.041,0.001,0.046875,0,46.875,0,486230,24139,4942,90,76,?,-1,?,?
