Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
features_all_postprocessed1,2,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,90,11,1,10,0,9.090909091,90.90909091,0,-0.12244898,0.314524337,0.419974085,98.28885522,104.9935211,25.54120904,29.46653851,-3.925329467,2.321928095,2.678776228,-0.356848133,2.842374827,0.258397712,122.4144207,0,0,0.444444444,4,0.555555556,5,1,2,0,0,0,-0.356348323,0.055555556,0.146464646,0.090909091,0.202020202,0.797979798,0.909090909,0.272727273,0.090909091,0.136363636,-0.043949129,0.595959596,0.442755477,0.1,0.090909091,0.015,0,0.015625,0,15.625,0,37270,23902,5179,90.90909091,78.18181818,?,-1
features_all_postprocessed1,2,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.293243071,0.395354417,91.63845968,98.83324241,23.22234871,21.06876153,2.153587178,2.322234871,2.106876153,0.215358718,3.993376979,0.399337698,172.0083423,0,0,0,0,1,8,1,2,0,0,0,0,0.9375,0.833333333,0.3,0.175,0.825,0.7,0.18,0.3,0.214285714,0.091666667,0.75,0.503571429,0.214285714,0.3,0,0,0,0,0,0,40400,24139,4942,100,90,?,-1
features_all_postprocessed1,2,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,2,8,0,20,80,0,0,0.303200074,0.408970936,94.75002327,102.2371875,23.22234871,25.16036448,-1.938015774,2.322234871,2.516036448,-0.193801577,3.354108265,0.335410827,144.4728623,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.25,0.2,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.04419218,0.5875,0.414126984,0.133333333,0.2,0.016,0,0.015625,0,15.625,0,47470,24139,4942,90,90,?,-1
features_all_postprocessed1,2,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,6,4,0,60,40,0,0.5,0.273828596,0.367578309,85.57143635,91.8895921,23.22234871,19.40865143,3.813697282,2.322234871,1.940865143,0.381369728,6.310639037,0.631063904,271.8207084,0.5,1,0.25,2,0.75,6,0.5,1,0.333333333,0.5,0.4,0.21821789,0.4375,0.277777778,0.6,0.1,0.9,0.4,0.566666667,0.6,0.58,0.485310245,0.7375,0.594444444,0.58,0.6,0.022,0,0.015625,0,15.625,0,41680,24139,4942,100,88,?,-1
features_all_postprocessed1,2,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.301425732,0.401974248,94.19554116,100.4881104,23.22234871,23.3394117,-0.117062993,2.322234871,2.33394117,-0.011706299,3.641153489,0.364115349,156.8368774,0.5,1,0,0,1,8,0.5,1,1,0.5,0.666666667,0.666666667,0.6875,0.642857143,0.3,0.175,0.825,0.7,0.366666667,0.3,0.313333333,0.151976911,0.6375,0.478809524,0.313333333,0.3,0,0,0,0,0,0,43370,24139,4942,90,80,?,-1
features_all_postprocessed1,2,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.290442268,0.379748779,90.76320882,94.93204447,23.22234871,20.22704693,2.995301778,2.322234871,2.022704693,0.299530178,4.285962818,0.428596282,184.6110105,0.5,1,0.25,2,0.75,6,0.5,1,0.333333333,0.5,0.4,0.21821789,0.4375,0.277777778,0.4,0.15,0.85,0.6,0.416666667,0.4,0.38,0.272389326,0.675,0.487222222,0.38,0.4,0.016,0,0.015625,0,15.625,0,41035,24139,4942,100,92,?,-1
features_all_postprocessed1,2,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.292970453,0.38394693,91.55326648,95.98152542,23.22234871,20.16859685,3.05375186,2.322234871,2.016859685,0.305375186,4.265694424,0.426569442,183.7379818,0,0,0.5,4,0.5,4,1,2,0,0,0,-0.40824829,0.4375,0.242857143,0.3,0.175,0.825,0.7,0.466666667,0.3,0.346666667,0.195327253,0.7,0.595793651,0.346666667,0.3,0.016,0,0.015625,0,15.625,0,40625,24139,4942,100,92,?,-1
features_all_postprocessed1,2,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.30933294,0.401285617,96.66654387,100.3159619,23.22234871,24.9649359,-1.742587188,2.322234871,2.49649359,-0.174258719,2.545520193,0.254552019,109.6442211,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.4375,0.242857143,0.3,0.175,0.825,0.7,0.183333333,0.3,0.226666667,0.089831604,0.525,0.326904762,0.226666667,0.3,0,0,0,0,0,0,39345,24139,4942,90,88,?,-1
features_all_postprocessed1,2,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,5,5,0,50,50,0,0.375,0.270895911,0.357817372,84.65497221,89.4494902,23.22234871,17.41876203,5.803586675,2.322234871,1.741876203,0.580358668,6.388179292,0.638817929,275.1606312,0.5,1,0.125,1,0.875,7,0.5,1,0.5,0.5,0.5,0.375,1,1,0.5,0.125,0.875,0.5,0.4,0.5,0.433333333,0.347474487,0.8,0.678888889,0.433333333,0.5,0,0,0,0,0,0,39370,24139,4942,100,92,?,-1
features_all_postprocessed1,2,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,2,8,0,20,80,0,0,0.303166857,0.404456756,94.73964275,101.1087038,23.22234871,1092.595656,-1069.373307,2.322234871,109.2595656,-106.9373307,3.349606157,0.334960616,144.2789412,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.6875,0.416666667,0.2,0.2,0.8,0.8,0.15,0.2,0.166666667,-0.021254252,0.59375,0.393333333,0.166666667,0.2,0.016,0,0.015625,0,15.625,0,40450,24139,4942,90,82,?,-1
features_all_postprocessed1,3,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,90,11,3,8,0,27.27272727,72.72727273,0,0.073684211,0.276658644,0.373114824,86.4558262,93.27870597,25.54120904,20.18318157,5.358027477,2.321928095,1.834834688,0.487093407,6.151356258,0.559214205,264.9244941,0,0,0.111111111,1,0.888888889,8,1,2,0,0,0,-0.149071198,0.777777778,0.45,0.272727273,0.203282828,0.796717172,0.727272727,0.21969697,0.272727273,0.241558442,0.049717336,0.724747475,0.482575758,0.237142857,0.272727273,0.015,0,0.015625,0,15.625,0,41395,23902,5179,100,87.27272727,?,-1
features_all_postprocessed1,3,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.306800271,0.412004502,95.87508469,102.9955377,23.22234871,26.52303403,-3.30068532,2.322234871,2.652303403,-0.330068532,3.071258131,0.307125813,132.2895441,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.375,0.236111111,0.3,0.175,0.825,0.7,0.166666667,0.3,0.213333333,0.066118065,0.55,0.388888889,0.213333333,0.3,0,0,0,0,0,0,43470,24139,4942,90,80,?,-1
features_all_postprocessed1,3,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.297823397,0.407797641,93.06981149,101.9438796,23.22234871,24.58535098,-1.363002271,2.322234871,2.458535098,-0.136300227,4.20003586,0.420003586,180.9098439,0.5,1,0.125,1,0.875,7,0.5,1,0.5,0.5,0.5,0.375,0.875,0.583333333,0.3,0.175,0.825,0.7,0.25,0.3,0.266666667,0.103745748,0.75,0.536666667,0.266666667,0.3,0.023,0,0.03125,0,31.25,0,41295,24139,4942,90,84,?,-1
features_all_postprocessed1,3,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.276060858,0.372118243,86.26901816,93.02451395,23.22234871,22.75775712,0.464591594,2.322234871,2.275775712,0.046459159,5.618417647,0.561841765,242.0043764,0.5,1,0,0,1,8,0.5,1,1,0.5,0.666666667,0.666666667,0.8125,0.7,0.4,0.15,0.85,0.6,0.55,0.4,0.433333333,0.312079081,0.7625,0.657460317,0.433333333,0.4,0.015,0,0.015625,0,15.625,0,42910,24139,4942,90,80,?,-1
features_all_postprocessed1,3,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.292101966,0.384138465,91.28186442,96.02940643,23.22234871,19.65910714,3.563241569,2.322234871,1.965910714,0.356324157,4.15094798,0.415094798,178.7954617,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.5625,0.291666667,0.4,0.15,0.85,0.6,0.383333333,0.4,0.36,0.256498271,0.7375,0.578571429,0.36,0.4,0,0,0,0,0,0,40040,24139,4942,100,92,?,-1
features_all_postprocessed1,3,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.279879504,0.380903625,87.46234496,95.22074043,23.22234871,20.38748234,2.834866368,2.322234871,2.038748234,0.283486637,4.929636961,0.492963696,212.3362473,0.5,1,0.25,2,0.75,6,0.5,1,0.333333333,0.5,0.4,0.21821789,0.875,0.75,0.3,0.175,0.825,0.7,0.233333333,0.3,0.26,0.112287156,0.75,0.591904762,0.26,0.3,0.016,0,0.015625,0,15.625,0,45730,24139,4942,100,90,?,-1
features_all_postprocessed1,3,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,1,9,0,10,90,0,-0.125,0.325801448,0.431141887,101.8129526,107.7796244,23.22234871,26.72491932,-3.502570614,2.322234871,2.672491932,-0.350257061,0.674118679,0.067411868,29.03658661,0,0,0.625,5,0.375,3,1,2,0,0,0,-0.5,0.0625,0.1625,0.1,0.225,0.775,0.9,0.2,0.1,0.133333333,-0.048316325,0.45,0.327738095,0.133333333,0.1,0.015,0,0.015625,0,15.625,0,42625,24139,4942,100,92,?,-1
features_all_postprocessed1,3,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,4,6,0,40,60,0,0.25,0.305168162,0.404907205,95.36505063,101.2213098,23.22234871,27.05111622,-3.828767507,2.322234871,2.705111622,-0.382876751,3.647422462,0.364742246,157.1069034,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.125,0.171428571,0.4,0.15,0.85,0.6,0.3,0.4,0.34,0.204729435,0.5375,0.470952381,0.34,0.4,0.016,0,0.015625,0,15.625,0,40550,24139,4942,90,90,?,-1
features_all_postprocessed1,3,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.289349399,0.39332257,90.42168725,98.32530808,23.22234871,21.54496451,1.677384196,2.322234871,2.154496451,0.16773842,4.535853794,0.453585379,195.3746656,0.5,1,0.25,2,0.75,6,0.5,1,0.333333333,0.5,0.4,0.21821789,0.75,0.666666667,0.3,0.175,0.825,0.7,0.146666667,0.3,0.194285714,0.076976911,0.7,0.463809524,0.194285714,0.3,0.016,0,0.015625,0,15.625,0,49930,24139,4942,100,90,?,-1
features_all_postprocessed1,3,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,2,8,0,20,80,0,0,0.29318356,0.40273182,91.61986242,100.677493,23.22234871,21.69713012,1.525218595,2.322234871,2.169713012,0.152521859,3.604442647,0.360444265,155.2556164,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.375,0.236111111,0.2,0.2,0.8,0.8,0.266666667,0.2,0.213333333,0.028178211,0.6375,0.457222222,0.213333333,0.2,0,0,0,0,0,0,44165,24139,4942,100,84,?,-1
features_all_postprocessed1,4,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,90,11,2,9,0,18.18181818,81.81818182,0,-0.020618557,0.308417799,0.398474144,96.38056212,99.61853592,25.54120904,24.59375884,0.947450205,2.321928095,2.235796258,0.086131837,2.712633028,0.246603003,116.8267456,0.5,1,0.555555556,5,0.444444444,4,0.5,1,0.166666667,0.5,0.25,-0.043033148,0.444444444,0.225,0.181818182,0.195707071,0.804292929,0.818181818,0.166666667,0.181818182,0.154545455,-0.023527786,0.651515152,0.459163059,0.13,0.181818182,0.022,0,0.015625,0,15.625,0,34425,23902,5179,100,90.90909091,?,-1
features_all_postprocessed1,4,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.295260005,0.403236588,92.26875169,100.8036781,23.22234871,23.19779716,0.02455155,2.322234871,2.319779716,0.002455155,4.305931704,0.43059317,185.4711384,0,0,0.125,1,0.875,7,1,2,0,0,0,-0.166666667,0.75,0.416666667,0.3,0.175,0.825,0.7,0.233333333,0.3,0.26,0.095620489,0.65,0.455833333,0.26,0.3,0,0,0,0,0,0,41990,24139,4942,90,88,?,-1
features_all_postprocessed1,4,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,3,7,0,30,70,0,0.125,0.305998397,0.409269695,95.62449902,102.3118732,23.22234871,22.65564956,0.566699149,2.322234871,2.265564956,0.056669915,3.178324146,0.317832415,136.9012419,0,0,0.25,2,0.75,6,1,2,0,0,0,-0.25,0.375,0.225,0.3,0.175,0.825,0.7,0.266666667,0.3,0.28,0.110310245,0.6125,0.382222222,0.28,0.3,0.015,0,0.015625,0,15.625,0,39320,24139,4942,100,86,?,-1
features_all_postprocessed1,4,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,91,10,1,9,0,10,90,0,-0.125,0.29739869,0.398382364,92.93709063,99.59018812,23.22234871,21.06713582,2.155212886,2.322234871,2.106713582,0.215521289,3.112032844,0.311203284,134.0458498,0,0,0,0,1,8,1,2,0,0,0,0,0.65625,0.325,0.1,0.225,0.775,0.9,0.033333333,0.1,0.05,-0.119211115,0.6875,0.431904762,0.05,0.1,0.016,0,0.015625,0,15.625,0,38835,24139,4942,100,88,?,-1
